playerID,year,tmID,GP,GS,minutes,oRebounds,dRebounds,dq,PostGP,PostGS,PostMinutes,PostoRebounds,PostdRebounds,PostDQ,Postperformance,performance,points_precision,Postpoints_precision
jacobam01w,7,MIN,32.5,0.0,434.5,3.5,24.0,0.0,1.0,0.0,18.0,0.0,0.5,0.0,3.5,133.5,175.0,3.0
jacobam01w,8,MIN,33.5,17.0,669.5,10.5,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,238.5,0.0
jacobam01w,9,LAS,31.5,17.0,594.5,10.5,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.5,248.5,0.0
jacobam01w,9,WAS,31.5,17.0,594.5,10.5,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.5,248.5,0.0
jamesta01w,8,WAS,21.0,0.0,160.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,71.0,0.0
joensca01w,9,CHI,19.0,0.0,271.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,121.0,0.0
johnsad01w,3,ORL,32.0,31.0,1100.0,30.0,60.0,1.0,3.0,3.0,111.0,3.0,1.0,0.0,34.0,492.0,536.0,64.0
johnsad01w,4,CON,32.0,2.0,602.0,14.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,274.0,0.0
johnsla01w,2,UTA,29.0,6.0,481.0,14.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,193.0,0.0
johnsla01w,3,UTA,27.5,3.0,354.5,9.0,26.5,0.0,1.0,0.0,7.5,0.0,0.5,0.0,-0.5,88.5,158.5,4.5
johnsla01w,4,SAS,27.0,0.5,248.5,6.0,13.0,0.5,3.5,0.0,27.5,1.0,1.5,0.0,9.5,51.0,126.5,15.5
johnsla01w,5,HOU,29.5,1.0,274.0,7.5,14.5,0.5,2.5,0.0,20.0,1.0,1.0,0.0,10.0,56.5,129.0,11.0
johnspo01w,2,CLE,12.0,0.0,57.0,7.0,7.0,0.0,4.0,0.0,6.0,1.0,1.0,0.0,10.0,17.0,15.0,1.0
johnspo01w,3,MIA,15.0,0.0,88.0,9.5,13.0,0.0,2.5,0.0,5.0,1.0,1.0,0.0,5.5,30.0,25.0,0.5
johnspo01w,4,CLE,24.5,15.0,460.0,35.0,50.5,0.0,0.5,0.0,2.0,0.5,0.5,0.0,0.5,173.0,106.5,0.0
johnspo01w,5,HOU,30.5,16.0,608.5,44.5,66.5,0.0,1.5,0.0,10.0,0.0,2.0,0.0,5.5,230.5,124.5,0.0
johnssh01w,2,ORL,32.0,32.0,1126.0,53.0,102.0,0.0,3.0,3.0,119.0,4.0,17.0,0.0,44.0,585.0,471.0,57.0
johnssh01w,3,ORL,29.0,27.0,955.5,34.0,82.0,0.0,1.5,1.5,59.5,2.0,8.5,0.0,22.0,476.0,437.0,28.5
johnssh01w,4,CON,28.5,26.5,947.5,32.0,71.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,486.5,0.0
johnssh01w,5,SAS,32.5,32.5,1108.5,44.0,87.5,0.5,2.0,2.0,65.5,1.5,4.5,0.0,31.0,643.0,516.0,20.5
johnssh01w,6,SAS,32.5,32.0,1030.5,26.5,81.5,1.0,2.0,2.0,65.5,1.5,4.5,0.0,31.0,501.0,413.0,20.5
johnssh01w,7,SAS,32.5,31.5,1029.0,15.5,71.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.5,377.5,0.0
johnssh01w,8,DET,33.0,32.5,989.0,24.0,69.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,386.5,0.0
johnssh01w,9,HOU,32.5,20.0,716.5,24.5,53.5,0.0,5.5,0.5,93.0,4.0,8.5,0.0,45.5,333.0,326.0,44.0
johnssh01w,10,SEA,33.0,20.0,786.5,24.5,59.5,0.0,5.5,0.5,93.0,4.0,8.5,0.0,45.5,325.5,309.5,44.0
johnste01w,7,LAS,34.0,34.0,973.0,13.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,340.0,0.0
johnste01w,8,LAS,33.0,32.0,890.5,14.0,86.5,1.0,2.5,2.5,70.0,1.5,3.0,0.0,32.5,444.0,339.5,30.5
johnste01w,9,LAS,21.5,20.5,507.0,9.5,53.5,0.0,2.5,2.5,70.0,1.5,3.0,0.0,32.5,262.0,232.0,30.5
johnste01w,10,PHO,17.0,9.5,299.5,8.0,28.0,0.0,3.0,0.0,57.5,1.5,5.5,0.0,33.5,125.5,138.5,27.0
johnsti01w,2,HOU,31.0,29.0,687.0,59.0,88.0,1.0,6.0,6.0,135.0,12.0,17.0,0.0,35.0,211.0,119.0,20.0
johnsti01w,3,HOU,31.5,28.5,679.5,51.5,91.0,0.5,4.0,4.0,103.0,8.0,15.0,0.0,33.5,218.5,137.5,21.5
johnsti01w,4,HOU,32.0,30.0,743.5,58.5,97.0,0.0,2.5,2.5,61.0,3.0,10.0,0.0,22.0,287.5,185.5,16.5
johnsti01w,5,HOU,27.0,17.5,587.0,46.0,72.0,0.0,3.0,1.5,41.0,2.0,5.5,0.0,7.5,229.5,142.5,11.0
johnsti01w,7,SEA,33.0,11.0,660.0,30.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,126.0,0.0
johnsvi01w,2,NYL,31.0,31.0,1023.0,40.0,97.0,0.0,7.0,7.0,237.0,10.0,25.0,0.0,112.0,516.0,415.0,106.0
johnsvi01w,3,NYL,31.5,31.5,981.0,31.5,90.5,0.5,6.5,6.5,227.5,8.5,22.5,0.0,123.0,494.0,433.0,102.0
johnsvi01w,4,NYL,31.5,31.5,983.5,32.5,75.5,0.5,7.0,7.0,231.0,7.5,21.0,0.0,136.0,476.0,419.5,96.5
johnsvi01w,5,NYL,31.5,31.5,1035.0,36.0,66.0,0.0,4.0,4.0,122.0,4.0,11.0,0.0,69.0,498.0,418.0,47.5
johnsvi01w,6,NYL,33.0,33.0,1080.5,33.5,74.5,0.0,2.5,2.5,80.5,5.5,5.5,0.0,35.5,482.5,421.5,29.5
johnsvi01w,7,SAS,34.0,34.0,1071.0,37.0,82.5,0.0,3.5,3.5,117.0,5.5,8.5,0.0,50.0,468.5,377.0,44.0
johnsvi01w,8,SAS,34.0,34.0,1013.5,46.0,96.5,0.0,1.0,1.0,36.5,0.0,3.0,0.0,14.5,512.5,407.5,14.5
johnsvi01w,9,SAS,32.0,31.5,928.0,53.0,102.5,0.0,2.5,2.5,82.5,4.5,10.0,0.0,43.0,494.0,364.5,38.0
johnsvi01w,10,SAS,31.0,30.5,872.0,45.0,111.5,0.0,7.0,7.0,219.5,9.5,26.0,0.0,104.0,444.0,265.5,76.0
jonesas01w,4,WAS,32.0,5.0,612.0,39.0,50.0,2.0,5.0,0.0,63.0,3.0,5.0,0.0,16.0,228.0,301.0,24.0
jonesas01w,5,CON,33.0,7.5,680.0,50.5,61.5,1.5,2.5,0.0,31.5,1.5,2.5,0.0,8.0,287.0,320.5,12.0
jonesas01w,6,CON,34.0,5.5,723.5,56.5,70.0,0.5,4.0,0.0,85.5,4.0,6.5,0.0,34.5,320.5,318.5,29.0
jonesas01w,7,CON,33.5,2.5,702.0,52.5,67.0,0.0,8.0,0.0,174.5,8.0,16.5,0.0,73.5,326.5,303.5,66.0
jonesas01w,8,CON,33.5,3.0,741.0,56.5,95.5,0.0,6.5,0.0,145.5,9.0,16.0,0.0,65.0,436.5,349.5,79.5
jonesas01w,9,CON,32.0,16.0,859.5,62.0,121.0,0.5,4.0,1.5,114.5,8.5,14.5,0.0,61.0,549.5,448.0,65.0
jonesas01w,10,CON,31.5,31.5,952.5,69.0,123.0,1.5,3.0,3.0,107.0,8.0,15.0,0.0,64.0,657.0,515.0,54.0
jonesch01w,6,DET,31.0,8.0,397.0,8.0,26.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,128.0,162.0,6.0
jonesch01w,6,MIN,31.0,8.0,397.0,8.0,26.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,128.0,162.0,6.0
jonesch01w,7,MIN,20.666666666666668,5.666666666666667,335.6666666666667,8.666666666666666,24.0,0.0,0.6666666666666666,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,124.66666666666667,151.66666666666666,2.0
jonesme01w,2,CLE,32.0,32.0,948.0,52.0,87.0,2.0,6.0,6.0,207.0,11.0,32.0,0.0,122.0,439.0,386.0,121.0
jonesme01w,3,CLE,31.0,31.0,973.0,47.5,104.0,1.0,4.5,4.5,155.0,9.5,21.0,0.0,89.5,486.5,426.0,78.5
jonesme01w,4,CLE,31.0,31.0,1046.0,38.0,132.0,0.0,1.5,1.5,51.5,4.0,5.0,0.0,28.5,553.0,497.0,18.0
jonesme01w,5,DET,33.0,23.5,883.0,25.5,111.0,0.0,1.5,0.0,18.5,1.5,1.0,0.0,3.0,403.5,404.0,4.0
kellycr01w,10,DET,33.0,4.0,551.0,47.0,62.0,0.0,3.0,3.0,80.0,4.0,6.0,0.0,42.0,288.0,174.0,13.0
kellycr01w,10,SAC,33.0,4.0,551.0,47.0,62.0,0.0,3.0,3.0,80.0,4.0,6.0,0.0,42.0,288.0,174.0,13.0
kingija01w,7,SAS,9.0,0.0,71.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,15.5,0.0
klimezu01w,4,IND,11.0,0.0,39.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0
koehnla01w,7,WAS,30.0,0.0,230.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,125.0,0.0
koehnla01w,8,WAS,31.0,0.0,195.5,2.0,9.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5,96.0,0.0
koehnla01w,9,WAS,30.0,0.0,135.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,67.0,0.0
kraayca01w,7,NYL,17.0,0.0,196.0,13.0,14.0,0.0,2.0,0.0,37.0,2.0,5.0,0.0,7.0,75.0,80.0,5.0
kraayca01w,8,NYL,25.5,6.5,549.5,29.5,63.0,0.0,1.0,0.0,18.5,1.0,2.5,0.0,3.5,230.5,212.5,2.5
kraayca01w,9,NYL,34.0,23.5,935.0,42.0,114.0,0.0,1.5,1.5,43.5,2.0,7.0,0.0,25.0,420.5,387.0,22.5
kraayca01w,10,NYL,34.0,34.0,964.0,44.0,137.5,1.0,4.5,4.5,144.5,9.0,22.5,0.0,69.0,471.5,457.5,62.0
kubikni01w,2,PHO,4.0,0.0,19.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,-1.0,3.0,5.0,4.0
lacyje01w,8,PHO,33.0,3.0,504.0,42.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,156.0,0.0
lacyje01w,9,ATL,26.5,1.5,299.0,26.0,34.5,0.5,0.5,0.0,1.5,0.0,0.0,0.0,0.0,89.0,100.0,2.0
lacyje01w,10,ATL,26.5,11.0,349.5,22.5,31.5,0.5,0.5,0.0,1.5,0.0,0.0,0.0,0.0,109.0,155.5,2.0
lambesh01w,4,DET,3.0,0.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0
lambesh01w,5,HOU,15.0,0.5,101.5,6.0,9.5,0.0,3.5,0.0,7.0,0.0,1.0,0.0,0.5,48.0,53.0,5.0
lambesh01w,6,DET,30.5,13.0,487.5,14.5,33.5,0.0,3.5,0.0,7.0,0.0,1.0,0.0,0.5,172.5,168.5,5.0
langhcr01w,10,WAS,34.0,6.0,529.0,53.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,105.0,0.0
larkier01w,10,NYL,27.0,0.0,335.0,38.0,35.0,0.0,6.0,0.0,87.0,12.0,17.0,0.0,40.0,148.0,115.0,32.0
lassiam01w,3,HOU,32.0,18.0,613.0,27.0,83.0,0.0,2.0,0.0,54.0,1.0,8.0,0.0,25.0,218.0,222.0,24.0
lassiam01w,3,SEA,32.0,18.0,613.0,27.0,83.0,0.0,2.0,0.0,54.0,1.0,8.0,0.0,25.0,218.0,222.0,24.0
lassiam01w,4,SEA,20.666666666666668,13.333333333333334,404.3333333333333,17.0,42.666666666666664,0.3333333333333333,1.3333333333333333,0.6666666666666666,33.333333333333336,0.3333333333333333,5.0,0.0,13.666666666666666,136.0,155.0,17.666666666666668
lassiam01w,5,MIN,20.666666666666668,13.333333333333334,444.3333333333333,19.0,41.333333333333336,1.0,0.6666666666666666,0.6666666666666666,15.333333333333334,0.0,2.3333333333333335,0.0,5.333333333333333,142.0,165.0,9.666666666666666
lassiam01w,6,MIN,32.5,15.0,648.0,24.0,72.0,1.0,1.0,0.0,15.0,0.0,2.0,0.0,5.0,204.5,246.5,5.5
lassiam01w,7,CHI,32.0,7.5,475.5,12.5,50.5,0.0,1.0,0.0,15.0,0.0,2.0,0.0,5.0,141.5,223.5,5.5
lattaiv01w,9,ATL,31.0,1.0,221.0,4.0,15.0,0.0,10.0,0.0,47.0,0.0,3.0,0.0,22.0,102.0,137.0,40.0
lattaiv01w,10,ATL,32.5,16.0,590.5,8.5,37.0,0.0,5.0,0.0,23.5,0.0,1.5,0.0,11.0,293.5,350.5,20.0
lawsoed01w,7,SEA,9.5,0.0,63.0,0.5,4.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,12.0,25.0,0.0
lawsoed01w,9,SAS,26.0,0.0,209.0,2.0,19.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,5.0,70.0,72.0,10.0
lawsoed01w,10,SAS,30.0,1.0,280.0,9.0,22.0,0.0,5.0,0.0,84.0,3.0,9.0,0.0,39.0,115.0,116.0,38.0
lawsoka01w,5,SAC,34.0,0.0,769.0,30.0,77.0,0.0,6.0,0.0,154.0,2.0,21.0,0.0,62.0,359.0,366.0,83.0
lawsoka01w,6,SAC,34.0,5.0,798.0,21.0,71.0,0.0,6.0,0.0,153.5,2.5,16.5,0.0,70.0,366.5,370.0,83.0
lawsoka01w,7,SAC,29.0,5.5,667.5,9.5,45.5,0.0,7.0,1.0,180.5,2.5,19.5,0.0,102.0,301.0,295.0,87.0
lawsoka01w,8,SAC,29.0,3.5,628.5,9.0,40.0,0.0,8.5,5.5,248.5,8.0,22.0,0.0,132.5,285.0,292.5,108.5
lawsoka01w,9,SAC,34.0,3.0,761.5,17.5,55.0,0.0,6.0,4.5,182.0,7.5,11.5,0.0,95.0,401.5,447.5,80.5
lawsoka01w,10,SAC,33.0,16.0,801.5,20.0,61.0,0.0,3.0,1.5,78.0,1.0,10.0,0.0,49.0,471.0,509.0,32.5
lennobe01w,2,MIN,32.0,31.0,984.0,53.0,125.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,645.0,0.0
lennobe01w,3,MIA,21.5,19.0,612.5,33.0,83.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.5,408.0,0.0
lennobe01w,3,MIN,21.5,19.0,612.5,33.0,83.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.5,408.0,0.0
lennobe01w,4,CLE,14.0,3.6666666666666665,320.0,11.0,36.666666666666664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,254.0,0.0
lennobe01w,5,SEA,21.666666666666668,1.6666666666666667,426.3333333333333,13.0,46.333333333333336,1.0,1.0,0.0,15.0,0.3333333333333333,2.0,0.0,7.666666666666667,202.0,336.6666666666667,8.0
lennobe01w,6,SEA,33.0,16.5,740.0,23.5,100.5,0.0,5.5,4.0,148.0,2.5,15.5,0.0,77.5,364.5,436.0,71.5
lennobe01w,7,SEA,30.0,29.0,860.0,24.5,117.0,0.0,5.5,5.5,172.5,2.5,19.0,0.0,94.0,438.5,450.0,87.5
lennobe01w,8,SEA,31.0,30.0,845.5,27.5,103.0,1.0,3.0,3.0,92.0,1.5,14.0,0.0,58.0,468.0,494.5,67.5
lennobe01w,9,ATL,34.0,34.0,914.0,40.5,108.0,1.0,2.5,2.5,76.0,3.5,11.5,0.5,51.0,553.5,516.0,66.5
lennobe01w,10,LAS,34.0,33.5,973.5,41.5,110.0,0.0,1.0,1.0,31.0,2.5,4.0,0.5,21.0,621.0,603.5,27.0
leslili01w,2,LAS,32.0,32.0,1028.0,75.0,231.0,7.0,4.0,4.0,139.0,10.0,31.0,0.0,103.0,804.0,527.0,65.0
leslili01w,3,LAS,31.5,31.5,1030.5,81.5,220.5,5.0,5.5,5.5,199.5,19.0,44.5,0.0,180.5,828.0,554.0,101.0
leslili01w,4,LAS,31.0,31.0,1046.5,83.0,227.0,5.0,6.5,6.5,246.0,19.0,47.5,0.0,215.0,842.5,545.0,113.5
leslili01w,5,LAS,27.0,27.0,926.0,77.0,199.5,5.0,7.5,7.5,279.5,16.0,47.5,0.5,219.5,735.0,500.5,117.0
leslili01w,6,LAS,28.5,28.5,971.0,68.0,215.5,4.0,6.0,6.0,218.5,13.0,40.0,0.5,160.0,783.5,511.5,90.0
leslili01w,7,LAS,34.0,34.0,1123.0,65.0,227.0,3.5,2.5,2.5,88.5,4.0,15.5,0.0,44.5,849.0,575.0,29.5
leslili01w,9,LAS,34.0,34.0,1043.0,83.0,240.0,4.0,5.0,5.0,163.0,12.0,24.0,0.0,83.0,978.0,589.0,99.0
leslili01w,10,LAS,33.0,33.0,1059.0,84.0,209.0,2.0,6.0,6.0,192.0,12.0,41.0,2.0,118.0,780.0,509.0,73.0
leuchye01w,8,WAS,4.0,0.0,38.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0
lewisty01w,3,HOU,29.0,4.0,419.0,21.0,41.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,137.0,124.0,2.0
lewisty01w,4,CHA,23.0,2.5,282.0,13.5,26.5,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.5,88.5,83.0,1.0
lewisty01w,5,CHA,20.0,0.5,189.5,8.5,17.0,0.0,1.0,0.0,14.5,1.0,0.5,0.0,10.0,72.5,60.5,4.5
lewisty01w,6,CHA,28.5,1.0,425.5,17.0,28.0,0.5,1.0,0.0,14.5,1.0,0.5,0.0,10.0,197.5,180.5,4.5
lewisty01w,6,MIN,28.5,1.0,425.5,17.0,28.0,0.5,1.0,0.0,14.5,1.0,0.5,0.0,10.0,197.5,180.5,4.5
lewisty01w,7,MIN,18.333333333333332,1.0,291.0,11.0,16.333333333333332,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,141.0,0.0
littlca01w,9,ATL,34.0,7.0,711.0,57.0,95.0,0.0,5.0,0.0,87.0,4.0,7.0,0.0,27.0,238.0,181.0,22.0
littlca01w,9,SEA,34.0,7.0,711.0,57.0,95.0,0.0,5.0,0.0,87.0,4.0,7.0,0.0,27.0,238.0,181.0,22.0
littlca01w,10,SEA,22.0,7.333333333333333,458.0,34.666666666666664,57.0,0.6666666666666666,2.6666666666666665,1.0,64.0,2.6666666666666665,4.333333333333333,0.0,19.0,179.66666666666666,137.66666666666666,21.0
lobore01w,3,HOU,16.0,0.0,85.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,33.0,0.0
lobore01w,4,CON,18.5,0.0,108.5,5.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,37.0,0.0
lovelst01w,2,SEA,23.0,1.0,324.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,147.0,0.0
lovelst01w,6,MIN,34.0,0.0,388.0,25.0,41.0,0.0,2.0,0.0,17.0,1.0,2.0,0.0,10.0,142.0,164.0,7.0
lovelst01w,7,CHI,34.0,1.0,491.0,30.0,56.5,0.0,1.0,0.0,8.5,0.5,1.0,0.0,5.0,215.0,209.0,3.5
lovelst01w,8,WAS,34.0,4.0,608.5,41.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,289.0,0.0
lovelst01w,9,ATL,21.5,3.0,364.0,27.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.5,178.5,0.0
lovelst01w,9,DET,21.5,3.0,364.0,27.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.5,178.5,0.0
luzhe01w,3,WAS,32.0,3.0,489.0,10.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,215.0,0.0
luzhe01w,4,WAS,32.0,1.5,481.5,9.5,25.0,0.0,2.0,0.0,23.0,0.0,1.5,0.0,13.0,203.0,224.5,7.0
lyttlsa01w,7,HOU,33.0,0.0,460.0,35.0,90.0,0.0,5.0,0.0,34.0,2.0,10.0,0.0,19.0,237.0,102.0,6.0
lyttlsa01w,8,HOU,31.0,1.0,420.0,37.5,82.0,0.0,3.5,0.0,32.5,1.0,10.0,0.0,17.5,207.5,106.0,4.5
lyttlsa01w,9,HOU,30.0,13.5,443.0,53.0,86.0,0.0,1.0,0.0,15.5,0.0,5.0,0.0,8.0,255.0,145.0,1.5
lyttlsa01w,10,ATL,29.0,17.0,497.5,57.5,108.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.5,162.5,0.0
mabikmw01w,2,LAS,32.0,32.0,940.0,45.0,134.0,2.0,4.0,4.0,136.0,6.0,15.0,0.0,86.0,579.0,524.0,58.0
mabikmw01w,3,LAS,30.0,28.0,884.0,33.5,121.0,1.0,5.5,5.5,183.5,6.0,27.5,0.0,97.0,520.5,462.5,90.5
mabikmw01w,4,LAS,30.0,28.0,939.0,27.0,121.5,0.5,6.5,6.5,221.5,8.5,35.0,0.0,121.0,577.5,521.5,125.0
mabikmw01w,5,LAS,32.0,31.0,1046.0,33.0,121.0,2.0,7.5,7.5,278.0,10.5,35.0,0.0,150.5,613.0,597.5,143.5
mabikmw01w,6,LAS,31.5,30.5,1003.5,36.5,95.0,1.5,6.0,6.0,225.5,6.5,22.5,0.0,116.0,539.0,538.0,116.0
mabikmw01w,7,LAS,24.0,22.5,666.0,23.5,51.0,0.0,2.0,2.0,59.0,1.5,2.5,0.0,32.5,329.0,368.5,40.0
mabikmw01w,8,LAS,24.5,23.0,523.0,12.5,33.0,0.0,3.0,2.5,75.5,3.5,6.5,0.5,42.5,204.0,294.5,56.0
mabikmw01w,9,HOU,32.5,27.5,720.5,16.5,78.5,0.5,2.5,2.0,70.0,3.5,6.5,0.5,42.5,314.5,398.5,52.0
macchla01w,6,LAS,25.0,15.0,410.0,23.0,38.0,0.0,1.0,0.0,15.0,1.0,3.0,0.0,1.0,169.0,141.0,11.0
machacl01w,2,CHA,31.0,1.0,421.0,20.0,52.0,1.0,4.0,0.0,47.0,6.0,5.0,0.0,18.0,132.0,82.0,10.0
machacl01w,3,ORL,30.5,4.5,500.5,27.0,69.5,1.5,6.0,0.0,89.5,6.5,8.5,0.0,33.0,164.5,114.0,21.0
mahonme01w,8,CON,31.0,1.0,351.0,15.0,51.0,0.0,4.0,0.0,13.0,0.0,2.0,0.0,-2.0,111.0,142.0,11.0
mahonsh01w,3,PHO,15.0,3.0,158.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,62.0,0.0
maigaha01w,4,SAC,23.0,3.0,197.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,96.0,0.0
maigaha01w,5,SAC,22.5,1.5,193.5,15.5,21.5,0.0,2.0,0.0,7.5,0.5,1.0,0.0,-1.0,58.0,89.0,2.0
maigaha01w,6,SAC,28.0,0.0,335.0,24.0,30.0,0.0,5.0,0.0,41.5,2.0,2.5,0.0,1.0,115.5,117.5,15.0
maigaha01w,7,SAC,34.0,0.0,444.0,33.0,36.0,0.0,7.0,0.0,75.0,4.0,5.5,0.5,17.5,152.0,160.5,27.0
maigaha01w,8,HOU,34.0,3.5,472.5,33.0,37.0,0.5,8.5,0.0,100.0,6.5,7.5,0.5,34.0,170.5,178.0,40.5
maigaha01w,9,HOU,34.0,20.5,772.5,37.0,68.0,1.0,4.5,0.0,59.0,4.0,3.5,0.0,18.5,298.5,249.5,26.5
maigaha01w,10,SAC,30.0,28.0,799.0,34.5,76.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.5,252.0,0.0
malcona01w,3,IND,31.0,23.0,705.0,31.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,285.0,0.0
mannkr01w,7,MIN,24.0,0.0,185.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,74.0,0.0
mannkr01w,8,MIN,28.5,16.5,539.5,17.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,217.5,0.0
mannkr01w,9,ATL,33.5,25.0,888.0,31.0,86.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,379.0,0.0
mannkr01w,9,IND,33.5,25.0,888.0,31.0,86.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,379.0,0.0
mannkr01w,10,WAS,17.333333333333332,8.333333333333334,378.6666666666667,16.333333333333332,32.0,0.3333333333333333,1.0,0.0,10.0,0.3333333333333333,0.0,0.0,1.6666666666666667,138.0,153.33333333333334,4.666666666666667
mapprh01w,2,LAS,30.0,30.0,856.0,60.0,145.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,353.0,0.0
mapprh01w,4,LAS,30.0,0.0,395.0,34.0,45.0,0.0,5.0,0.0,27.0,1.0,6.0,0.0,9.0,156.0,155.0,12.0
marcimi01w,2,SEA,32.0,0.0,537.0,11.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,260.0,0.0
marcimi01w,3,SEA,29.5,2.5,464.5,14.0,34.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,238.0,0.0
martima01w,2,MIN,30.0,13.0,456.0,25.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,155.0,0.0
mascira01w,6,LAS,17.0,0.0,116.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,-1.0,14.0,43.0,0.0
maxwemo01w,2,IND,32.0,32.0,1029.0,40.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,452.0,0.0
maxwemo01w,3,IND,23.5,17.5,633.5,26.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,277.0,0.0
mazzake01w,6,CHA,34.0,0.0,339.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,163.0,0.0
mazzake01w,7,CHA,30.5,1.0,282.5,11.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5,149.5,0.0
mazzake01w,8,PHO,30.5,1.0,475.5,18.5,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,294.0,0.0
mazzake01w,9,PHO,34.0,1.5,606.5,17.0,60.5,0.0,4.5,0.0,65.5,3.5,5.5,0.0,38.0,344.5,364.5,38.0
mazzake01w,10,PHO,34.0,2.5,564.5,13.0,48.0,0.0,4.5,0.0,65.5,3.5,5.5,0.0,38.0,260.5,332.5,38.0
mccaiti01w,2,ORL,25.0,0.0,214.0,2.0,9.0,0.0,2.0,0.0,11.0,0.0,1.0,0.0,3.0,44.0,87.0,3.0
mccaiti01w,3,ORL,28.5,4.5,328.0,4.5,20.0,0.0,1.0,0.0,5.5,0.0,0.5,0.0,1.5,73.5,142.0,1.5
