year,playerID,award_count
1,thompti01w,0
1,leslili01w,0
1,teaslni01w,0
1,swoopsh01w,0
1,douglka01w,0
1,fordch01w,0
1,cashsw01w,0
1,coopemi01w,0
1,hugheda99w,0
1,stanlma99w,0
1,laimbbi01w,0
1,mcconsu01w,0
1,whisejo99w,0
1,thibami99w,0
1,meadoma99w,0
1,blackde01w,0
1,catchta01w,0
1,jacksla01w,0
1,lawsoka01w,0
1,wickssu01w,0
1,gilloje01w,0
1,campbed01w,0
1,edwarte01w,0
1,mcwilta01w,0
1,staleda01w,0
1,beviltu01w,0
1,johnsvi01w,0
1,phillta01w,0
1,arcaija01w,0
1,milleco01w,0
1,snowmi01w,0
1,milleke01w,0
1,palmewe01w,0
1,mccarja01w,0
1,hoffmeb01w,0
1,langhcr01w,0
1,parkeca01w,0
1,tauradi01w,0
1,lennobe01w,0
1,stileja01w,0
1,johnste01w,0
1,augusse01w,0
1,pricear01w,0
1,mccouan01w,0
1,pierspl01w,0
1,wiggica01w,0
1,bonnede01w,0
1,coopecy01w,0
1,rileyru01w,0
1,griffyo01w,0
1,nolande01w,0
1,pondeca01w,0
1,smithka01w,0
1,birdsu01w,0
1,boltoru01w,0
1,holdsch01w,0
1,penicti01w,0
1,weathte01w,0
2,thompti01w,2
2,leslili01w,0
2,teaslni01w,0
2,swoopsh01w,3
2,douglka01w,0
2,fordch01w,0
2,cashsw01w,0
2,coopemi01w,1
2,hugheda99w,0
2,stanlma99w,0
2,laimbbi01w,0
2,mcconsu01w,0
2,whisejo99w,0
2,thibami99w,0
2,meadoma99w,0
2,blackde01w,0
2,catchta01w,0
2,jacksla01w,0
2,lawsoka01w,0
2,wickssu01w,0
2,gilloje01w,0
2,campbed01w,0
2,edwarte01w,0
2,mcwilta01w,0
2,staleda01w,0
2,beviltu01w,0
2,johnsvi01w,0
2,phillta01w,1
2,arcaija01w,0
2,milleco01w,0
2,snowmi01w,0
2,milleke01w,0
2,palmewe01w,0
2,mccarja01w,0
2,hoffmeb01w,0
2,langhcr01w,0
2,parkeca01w,0
2,tauradi01w,0
2,lennobe01w,1
2,stileja01w,0
2,johnste01w,0
2,augusse01w,0
2,pricear01w,0
2,mccouan01w,0
2,pierspl01w,0
2,wiggica01w,0
2,bonnede01w,0
2,coopecy01w,2
2,rileyru01w,0
2,griffyo01w,0
2,nolande01w,0
2,pondeca01w,0
2,smithka01w,0
2,birdsu01w,0
2,boltoru01w,0
2,holdsch01w,0
2,penicti01w,0
2,weathte01w,0
3,thompti01w,2
3,leslili01w,6
3,teaslni01w,0
3,swoopsh01w,3
3,douglka01w,0
3,fordch01w,0
3,cashsw01w,0
3,coopemi01w,1
3,hugheda99w,1
3,stanlma99w,0
3,laimbbi01w,0
3,mcconsu01w,0
3,whisejo99w,0
3,thibami99w,0
3,meadoma99w,0
3,blackde01w,1
3,catchta01w,0
3,jacksla01w,0
3,lawsoka01w,0
3,wickssu01w,0
3,gilloje01w,0
3,campbed01w,0
3,edwarte01w,0
3,mcwilta01w,0
3,staleda01w,0
3,beviltu01w,0
3,johnsvi01w,0
3,phillta01w,1
3,arcaija01w,1
3,milleco01w,0
3,snowmi01w,0
3,milleke01w,0
3,palmewe01w,0
3,mccarja01w,0
3,hoffmeb01w,0
3,langhcr01w,0
3,parkeca01w,0
3,tauradi01w,0
3,lennobe01w,1
3,stileja01w,1
3,johnste01w,0
3,augusse01w,0
3,pricear01w,0
3,mccouan01w,0
3,pierspl01w,0
3,wiggica01w,0
3,bonnede01w,0
3,coopecy01w,2
3,rileyru01w,0
3,griffyo01w,0
3,nolande01w,0
3,pondeca01w,0
3,smithka01w,0
3,birdsu01w,0
3,boltoru01w,0
3,holdsch01w,0
3,penicti01w,0
3,weathte01w,0
4,thompti01w,0
4,leslili01w,10
4,teaslni01w,0
4,swoopsh01w,3
4,douglka01w,0
4,fordch01w,0
4,cashsw01w,0
4,coopemi01w,0
4,hugheda99w,1
4,stanlma99w,1
4,laimbbi01w,0
4,mcconsu01w,0
4,whisejo99w,0
4,thibami99w,0
4,meadoma99w,0
4,blackde01w,1
4,catchta01w,1
4,jacksla01w,0
4,lawsoka01w,0
4,wickssu01w,0
4,gilloje01w,0
4,campbed01w,0
4,edwarte01w,0
4,mcwilta01w,0
4,staleda01w,0
4,beviltu01w,0
4,johnsvi01w,0
4,phillta01w,0
4,arcaija01w,1
4,milleco01w,1
4,snowmi01w,0
4,milleke01w,0
4,palmewe01w,0
4,mccarja01w,0
4,hoffmeb01w,0
4,langhcr01w,0
4,parkeca01w,0
4,tauradi01w,0
4,lennobe01w,0
4,stileja01w,1
4,johnste01w,0
4,augusse01w,0
4,pricear01w,0
4,mccouan01w,0
4,pierspl01w,0
4,wiggica01w,0
4,bonnede01w,0
4,coopecy01w,0
4,rileyru01w,0
4,griffyo01w,0
4,nolande01w,0
4,pondeca01w,0
4,smithka01w,0
4,birdsu01w,0
4,boltoru01w,0
4,holdsch01w,0
4,penicti01w,0
4,weathte01w,0
5,thompti01w,0
5,leslili01w,4
5,teaslni01w,2
5,swoopsh01w,4
5,douglka01w,0
5,fordch01w,1
5,cashsw01w,0
5,coopemi01w,0
5,hugheda99w,0
5,stanlma99w,1
5,laimbbi01w,1
5,mcconsu01w,0
5,whisejo99w,0
5,thibami99w,0
5,meadoma99w,0
5,blackde01w,0
5,catchta01w,1
5,jacksla01w,2
5,lawsoka01w,0
5,wickssu01w,0
5,gilloje01w,0
5,campbed01w,0
5,edwarte01w,0
5,mcwilta01w,0
5,staleda01w,0
5,beviltu01w,0
5,johnsvi01w,0
5,phillta01w,0
5,arcaija01w,0
5,milleco01w,1
5,snowmi01w,1
5,milleke01w,0
5,palmewe01w,0
5,mccarja01w,0
5,hoffmeb01w,0
5,langhcr01w,0
5,parkeca01w,0
5,tauradi01w,0
5,lennobe01w,0
5,stileja01w,0
5,johnste01w,0
5,augusse01w,0
5,pricear01w,0
5,mccouan01w,0
5,pierspl01w,0
5,wiggica01w,0
5,bonnede01w,0
5,coopecy01w,0
5,rileyru01w,2
5,griffyo01w,0
5,nolande01w,0
5,pondeca01w,0
5,smithka01w,0
5,birdsu01w,0
5,boltoru01w,0
5,holdsch01w,0
5,penicti01w,0
5,weathte01w,0
6,thompti01w,0
6,leslili01w,3
6,teaslni01w,2
6,swoopsh01w,1
6,douglka01w,0
6,fordch01w,1
6,cashsw01w,0
6,coopemi01w,0
6,hugheda99w,0
6,stanlma99w,0
6,laimbbi01w,1
6,mcconsu01w,1
6,whisejo99w,0
6,thibami99w,0
6,meadoma99w,0
6,blackde01w,0
6,catchta01w,0
6,jacksla01w,2
6,lawsoka01w,0
6,wickssu01w,0
6,gilloje01w,0
6,campbed01w,0
6,edwarte01w,0
6,mcwilta01w,0
6,staleda01w,0
6,beviltu01w,0
6,johnsvi01w,0
6,phillta01w,0
6,arcaija01w,0
6,milleco01w,0
6,snowmi01w,1
6,milleke01w,1
6,palmewe01w,1
6,mccarja01w,0
6,hoffmeb01w,0
6,langhcr01w,0
6,parkeca01w,0
6,tauradi01w,1
6,lennobe01w,2
6,stileja01w,0
6,johnste01w,0
6,augusse01w,0
6,pricear01w,0
6,mccouan01w,0
6,pierspl01w,0
6,wiggica01w,0
6,bonnede01w,0
6,coopecy01w,0
6,rileyru01w,2
6,griffyo01w,0
6,nolande01w,0
6,pondeca01w,0
6,smithka01w,0
6,birdsu01w,0
6,boltoru01w,0
6,holdsch01w,0
6,penicti01w,0
6,weathte01w,0
7,thompti01w,0
7,leslili01w,3
7,teaslni01w,0
7,swoopsh01w,4
7,douglka01w,0
7,fordch01w,0
7,cashsw01w,0
7,coopemi01w,0
7,hugheda99w,0
7,stanlma99w,0
7,laimbbi01w,0
7,mcconsu01w,1
7,whisejo99w,1
7,thibami99w,0
7,meadoma99w,0
7,blackde01w,0
7,catchta01w,1
7,jacksla01w,0
7,lawsoka01w,0
7,wickssu01w,0
7,gilloje01w,0
7,campbed01w,0
7,edwarte01w,0
7,mcwilta01w,0
7,staleda01w,0
7,beviltu01w,0
7,johnsvi01w,0
7,phillta01w,0
7,arcaija01w,0
7,milleco01w,0
7,snowmi01w,0
7,milleke01w,1
7,palmewe01w,1
7,mccarja01w,0
7,hoffmeb01w,0
7,langhcr01w,0
7,parkeca01w,0
7,tauradi01w,1
7,lennobe01w,2
7,stileja01w,0
7,johnste01w,1
7,augusse01w,0
7,pricear01w,0
7,mccouan01w,0
7,pierspl01w,0
7,wiggica01w,0
7,bonnede01w,0
7,coopecy01w,0
7,rileyru01w,0
7,griffyo01w,2
7,nolande01w,0
7,pondeca01w,0
7,smithka01w,0
7,birdsu01w,0
7,boltoru01w,0
7,holdsch01w,0
7,penicti01w,0
7,weathte01w,0
8,thompti01w,1
8,leslili01w,3
8,teaslni01w,0
8,swoopsh01w,5
8,douglka01w,2
8,fordch01w,0
8,cashsw01w,0
8,coopemi01w,0
8,hugheda99w,0
8,stanlma99w,0
8,laimbbi01w,0
8,mcconsu01w,0
8,whisejo99w,1
8,thibami99w,1
8,meadoma99w,0
8,blackde01w,0
8,catchta01w,3
8,jacksla01w,1
8,lawsoka01w,0
8,wickssu01w,0
8,gilloje01w,0
8,campbed01w,0
8,edwarte01w,0
8,mcwilta01w,0
8,staleda01w,1
8,beviltu01w,0
8,johnsvi01w,0
8,phillta01w,0
8,arcaija01w,0
8,milleco01w,0
8,snowmi01w,0
8,milleke01w,0
8,palmewe01w,0
8,mccarja01w,0
8,hoffmeb01w,0
8,langhcr01w,0
8,parkeca01w,0
8,tauradi01w,1
8,lennobe01w,0
8,stileja01w,0
8,johnste01w,1
8,augusse01w,1
8,pricear01w,0
8,mccouan01w,0
8,pierspl01w,0
8,wiggica01w,0
8,bonnede01w,0
8,coopecy01w,1
8,rileyru01w,0
8,griffyo01w,3
8,nolande01w,2
8,pondeca01w,0
8,smithka01w,1
8,birdsu01w,1
8,boltoru01w,1
8,holdsch01w,1
8,penicti01w,1
8,weathte01w,1
9,thompti01w,1
9,leslili01w,3
9,teaslni01w,0
9,swoopsh01w,1
9,douglka01w,2
9,fordch01w,2
9,cashsw01w,0
9,coopemi01w,0
9,hugheda99w,1
9,stanlma99w,0
9,laimbbi01w,0
9,mcconsu01w,0
9,whisejo99w,0
9,thibami99w,1
9,meadoma99w,0
9,blackde01w,0
